매장명,지역,주소,전화번호
별내중앙점,경기도,"경기도 남양주시 별내5로5번길 , 1층 103호 (별내동 , 지엔지프라자)",031-527-7437
별내카페거리점,경기도,"경기도 남양주시 순화궁로 349, 1층 (별내동)",031-528-0333
병점아이파크점,경기,경기 화성시 병점노을4로 5 (병점동),031-221-0177
병점에듀포레점,경기,경기 화성시 병점2로 75 (병점동),031-236-1117
병점역점,경기도,"경기도 화성시 떡전골로 96-4 , 1층 (병점동, 미라클프라자)",031-237-2469
병점중앙점,경기도,"경기도 화성시 병점2로 22 , 외3필지 103호 (병점동)",031-222-1857
보라해링턴점,경기,"경기 용인시 기흥구 사은로84번길 5 (보라동), 101호",031-282-2007
봉담원희캐슬점,경기도,"경기도 화성시 봉담읍 동화길 51 , 142호(프리미엄원희캐슬봉담)",031-5183-3860
봉담점,경기도,"경기도 화성시 봉담읍 동화길 93-8 , 108호 (쌍용프라자)",031-298-1500
부천가톨릭대점,경기,경기 부천시 지봉로 49 (역곡동),032-347-0777
부천강남시장점,경기도,"경기도 부천시 옥산로 150 , 1층 (도당동)",032-677-6393
부천고강제일시장점,경기,"경기 부천시 오정구 성지로 102 (고강동, 현대주택)",032-677-5206
부천고리울점,경기도,"경기도 부천시 고리울로52번길 24, 1층(고강동)",032-674-5144
부천고점,경기도,"경기도 부천시 성주로 88 , 1층 (송내동)",032-662-6266
부천괴안삼거리점,경기,"경기 부천시 소사구 범안로 10 (괴안동, 리아아파트)",032-346-1006
부천괴안점,경기도,"경기도 부천시 범안로 55, 1층 (괴안동)",032-341-7775
부천남부역점,경기도,"경기도 부천시 경인로 222 , 1층 (심곡본동)",032-201-2303
부천대학길사거리점,경기,경기 부천시 원미구 부천로 35 (심곡동),032-666-0502
부천도당점,경기도,"경기도 부천시 삼작로 252 , 1층 (도당동)",032-679-5144
부천라일락점,경기,"경기 부천시 원미구 도약로 25 (상동, 대동프라자)",032-323-0382
부천번영사거리점,경기도,"경기도 부천시 부흥로307번길 66, 1층 (중동)",032-326-0121
부천범박점,경기도,"경기도 부천시 양지로67번길 20, 1층(범박동)",032-342-2968
부천벚꽃동산점,경기도,"경기도 부천시 부천로 274, 1층 103호(도당동)",032-675-7588
부천보건소점,경기,"경기 부천시 원미구 부흥로 339 (중동, 부천 중동 스타팰리움)",032-611-9593
부천북교사거리점,경기도,"경기도 부천시 조종로 3 , 1층 2호 (원미동)",032-666-3357
부천상동점,경기도,"경기도 부천시 상동로 113 , (상동, 승재프라자)1층114호(상동,승재프라자)",032-329-0201
부천상일사거리점,경기도,"경기도 부천시 조마루로85번길 7-11, 1층(상동)",032-321-7677
부천소사본점,경기도,"경기도 부천시 소사동로 82 , 102호(소사본동 , 센트럴프라자)",032-348-3870
부천소사스위첸점,경기,"경기 부천시 은성로67번길 12 (소사본동, 소새울 KCC스위첸)",032-341-0518
부천소사초사거리점,경기도,"경기도 부천시 소사로 185, 1층",032-345-1240
부천소신여객점,경기,경기 부천시 원미구 부일로 496 (심곡동),032-656-1582
부천송내법원점,경기도,"경기도 부천시 상일로122번길 38, 1층 일부호(상동)",032-327-0910
부천시청역점,경기,"경기 부천시 길주로 199 (중동, 굿모닝프라자), 109호",032-329-0607
부천신흥시장점,경기,"경기 부천시 평천로 723 (삼정동), 1층 106호",032-324-1588
부천심원중점,경기도,"경기도 부천시 계남로 335, 1층(춘의동)",032-662-6263
부천쌍용3차점,경기,"경기 부천시 오정구 석천로 397 (삼정동, 부천테크노파크쌍용3차)",032-624-0654
부천여월점,경기도,"경기도 부천시 삼작로306번길 7 , 101동 (여월동)",032-677-6835
부천역점,경기도,"경기도 부천시 부일로 460, 1층 103호(심곡동 , 시네마존)",032-668-9977
부천오정점,경기도,"경기도 부천시 오정동 725, 오정프라자 115호",032-683-3331
부천옥길중앙점,경기도,"경기도 부천시 범안로219번길 19 , 215호(옥길동 , 부천옥길자이)",032-341-7158
부천원미사거리점,경기도,"경기도 부천시 원미로124번길 6-16, 1층 일부 (원미동 , 영광빌딩)",032-255-0656
부천위브점,경기도,"경기도 부천시 신흥로 190 , (중동, 위브더스테이트)상가1동 110호",032-654-0121
부천조마루사거리점,경기,"경기 부천시 부천로 152 (원미동, 원미 에스포레 아파트)",032-611-8222
부천중동시장점,경기도,"경기도 부천시 부흥로 197 , 104호(중동 , 드림씨티빌딩)",032-655-7098
부천중동현대점,경기도,"경기도 부천시 석천로169번길 34, 104호(중동 , 파크리움)",032-326-4158
부천진달래마을점,경기,"경기 부천시 길주로 137 (상동, 그린힐), 1층 112호",032-325-5111
부천춘의점,경기도,"경기도 부천시 부천로198번길 27 , (춘의동)1층",032-652-8700
부천테크노파크점,경기도,"경기도 부천시 삼작로 22 , 100동 102호 (삼정동 , 부천테크노파크)",032-323-9660
분당느티마을점,경기도,"경기도 성남시 분당구 느티로69번길 8, 1층(정자동)",031-715-5909
분당목련마을점,경기,"경기 성남시 분당구 야탑로 243 (야탑동, 부건프라자), 1층 101호",031-709-5777
분당무지개사거리점,경기,"경기 성남시 분당구 미금로 48 (구미동, 오성프라자)",031-711-7111
분당상록마을점,경기,"경기 성남시 분당구 정자로76번길 5 (정자동, 성남프라자)",031-714-6111
분당시범단지점,경기,"경기 성남시 분당구 중앙공원로40번길 42 (서현동, 우성종합상가), 49동 148호",031-702-7001
분당아름마을점,경기도,"경기도 성남시 분당구 판교로 442 , 1층 103호 (이매동 , 우일프라자빌딩)",031-702-7996
분당이매촌점,경기,"경기 성남시 분당구 양현로94번길 21 (이매동, 분당코아)",070-8211-3177
분당장안타운점,경기도,"경기도 성남시 분당구 불정로376번길 37 , (서현동, 범한프라자)",031-707-8007
분당제생병원점,경기도,"경기도 성남시 분당구 서현로180번길 13, 1층 103호(서현동 , 서현프라자)",031-705-5777
분당중탑점,경기도,"경기도 성남시 분당구 벌말로40번길 3, 1층(야탑동)",031-701-2802
분당테크노파크점,경기,"경기 성남시 분당구 판교로 700 (야탑동, 분당테크노파크), 1층 102호",031-707-2040
분당효자점,경기도,"경기도 성남시 분당구 불정로 379 , 1동 1층 (서현동, 분당서현프라자)",031-704-2333
산본사거리점,경기,"경기 군포시 고산로 696 (산본동, 메디칼빌딩), 1층 102호",031-395-2489
산본역점,경기도,"경기도 군포시 산본로323번길 4-17 , 03호(산본동 , 군포프라자)",031-396-0999
산본학원가점,경기도,"경기도 군포시 산본로 382, 1층(산본동)",031-391-3338
산성역점,경기도,"경기도 성남시 수정구 수정로 356 , 1층 (산성동)",031-747-9979
삼가역점,경기,경기 용인시 처인구 지삼로 612 (삼가동),031-335-4611
삼미시장점,경기도,"경기도 시흥시 수인로3381번길 12, (신천동)",031-311-6224
삼성전자DSR타워점,경기,경기 화성시 삼성전자로 1-1 (반월동),031-206-0656
삼송역점,경기,경기 고양시 덕양구 삼송로 189-7 (삼송동),02-381-7178
삼송지축듀클래스점,경기,"경기 고양시 덕양구 삼막3길 5 (오금동, 고양삼송 한강듀클래스), B116호",02-381-6137
상동로데오점,경기도,"경기도 부천시 상동로 79 , 1층",032-322-3044
상록수역점,경기도,"경기도 안산시 상록구 용신로 393 , 112호 (본오동 , 청암빌딩)",031-408-5863
상현역점,경기도,"경기도 용인시 수지구 광교중앙로 304 , (상현동)1층103호",031-213-7746
새말역점,경기,경기 의정부시 새말로 7 (신곡동),031-853-3403
서정리역점,경기도,"경기도 평택시 정암로 3 , 1층 (서정동)",031-666-3076
서판교점,경기도,"경기도 성남시 분당구 운중로 115, 105호(운중동)",031-709-9997
서현역광장점,경기,"경기 성남시 분당구 분당로53번길 19 (서현동, 피아자코코빌딩)",031-703-7771
서현역점,경기도,"경기도 성남시 분당구 서현동 247-3 , 삼보프라자 104호",031-702-2292
서현중앙점,경기,"경기 성남시 분당구 중앙공원로39번길 49 (서현동, 서현 지엔느)",031-705-2257
석수e편한세상점,경기,경기 안양시 만안구 경수대로1201번길 6 (석수동),031-471-1116
석수역점,경기도,"경기도 안양시 만안구 경수대로 1430 , 103호 (석수동)",031-472-9158
선부중점,경기도,"경기도 안산시 단원구 달미로 106, 1층 101호(선부동)",031-414-5807
성남고등점,경기,"경기 성남시 수정구 청계산로1길 27 (고등동), 1층 110호",031-721-0888
성남대로점,경기도,"경기도 성남시 수정구 산성대로 93번길 25, 지하1층 B105호(수진동 , 밀란체2)",031-778-8773
성남도촌점,경기도,"경기도 성남시 중원구 도촌남로 27 , 1층 108호 (도촌동 , 동강프라자)",031-721-7211
성남백현마을점,경기,"경기 성남시 분당구 동판교로 61 (백현동, 자유퍼스트프라자2)",031-708-7888
성남버스터미널점,경기도,"경기도 성남시 분당구 성남대로925번길 16 , 1층 (야탑동)",031-707-5846
성남상대원점,경기도,"경기도 성남시 중원구 금상로 59, 1층(금광동)",031-747-8292
성남서중점,경기,경기 성남시 수정구 산성대로 405 (단대동),031-733-5550
성남센트럴비즈타워점,경기,경기 성남시 중원구 사기막골로 99 (상대원동),031-789-6966
성남센트럴타운점,경기도,"경기도 성남시 중원구 여수울로15번길 4-2, 1층 102호(여수동)",031-751-8000
성남수정구청점,경기,경기 성남시 수정구 수정로 285 (신흥동),031-748-8988
성남시청점,경기,"경기 성남시 중원구 양현로405번길 7 (여수동, 신야탑푸르지오시티2), 103,104호",031-721-7111
성남을지대점,경기,"경기 성남시 수정구 산성대로 525 (양지동), 1층",031-734-0110
성남의료원점,경기도,"경기도 성남시 수정구 수정로 176 , 1층 (신흥동)",031-755-7222
성남제일초교점,경기,"경기 성남시 중원구 시민로 66 (중앙동, 중앙동 힐스테이트 2차), 상가동 지하2층 101-11, 12, 13호",031-8039-7442
성남중부초점,경기,경기 성남시 중원구 금빛로 97 (금광동),031-745-3974
성남중원구청점,경기,"경기 성남시 중원구 제일로35번길 1 (성남동), 1층 102호, 103호",031-722-3974
성남중원점,경기,"경기 성남시 중원구 금상로 110 (상대원동), 1층",031-735-1005
성남탄리사거리점,경기,경기 성남시 수정구 수정로 141 (태평동),031-754-7222
성남푸르지오시티점,경기,"경기 성남시 중원구 광명로 89 (성남동, 성남 센트럴 푸르지오 시티)",031-721-4333
성남하대원점,경기,"경기 성남시 중원구 둔촌대로 277 (하대원동), 1층 일부호",031-721-8988
세류역점,경기도,"경기도 수원시 권선구 정조로388번길 7-4 , (세류동)",031-222-5585
세마역점,경기,"경기 오산시 세마역로 95 (세교동), 106, 107호",031-373-3075
소사삼거리점,경기도,"경기도 부천시 호현로 491-1 , 1층 일부 ",032-349-3339
소새울역점,경기도,"경기도 부천시 소사로 130 , 1층 (소사본동)",032-348-5800
소요산역점,경기,경기 동두천시 평화로2930번길 2 (상봉암동),031-865-8880
소하2동점,경기,경기 광명시 오리로 374 (소하동),02-898-0888
송내남부역점,경기,"경기 부천시 송내대로 32 (송내동, ",032-653-1003
송내로데오점,경기도,"경기도 부천시 상일로94번길 35 , (상동, 삼익PLAZA)105,106호",032-326-0021
송산그린시티점,경기도,"경기도 화성시 꽃내음 1길 25 , 104호(새솔동 , 더원파크뷰)",031-357-2217
송산역점,경기도,"경기도 의정부시 충의로 55 , 1층 (용현동)",031-853-1357
송산이지더원점,경기,"경기 화성시 수노을1로 191 (새솔동, 송산그린시티 이지더원 레이크뷰 아파트)",031-357-3335
송탄역사거리점,경기,경기 평택시 탄현로 245 (신장동),031-664-6665
송탄출장소점,경기도,"경기도 평택시 관광특구로 30 , (서정동)102호",031-664-1106
수내로데오점,경기도,"경기도 성남시 분당구 백현로101번길 17 , 1층 (수내동 , 초림프라자)",031-715-4909
수내양지마을점,경기,"경기 성남시 분당구 내정로165번길 38 (수내동, 양지마을청구아파트)",031-715-1116
수내역점,경기도,"경기도 성남시 분당구 황새울로258번길 32, 105호(수내동 , 코리아나빌딩)",031-714-4963
수내파크타운점,경기도,"경기도 성남시 분당구 내정로 172, 1층",031-711-2227
수내푸른마을점,경기도,"경기도 성남시 분당구 불정로 260 , 1층 (수내동 , 장터종합상가)",031-719-9315
수동운수리점,경기,경기 남양주시 수동면 비룡로 714 (운수리),031-559-1111
수원SK스카이뷰점,경기도,"경기도 수원시 장안구 이목로 24-3, 1층 (정자동)",031-271-7177
수원가구거리점,경기,경기 수원시 권선구 권광로123번길 23 (권선동),031-232-1112
수원고색점,경기도,"경기도 수원시 권선구 매송고색로 703, 1층(고색동)",031-292-9642
수원곡반정점,경기도,"경기도 수원시 권선구 곡선로 43 , (곡반정동)",031-232-5225
수원광교초점,경기도,"경기도 수원시 영통구 대학로 101 , 103호 (이의동, 드림스퀘어1)",031-211-8631
수원구운점,경기도,"경기도 수원시 권선구 구운중로4번길 2 , 1층(구운동)",031-292-6088
수원권선SK뷰점,경기도,"경기도 수원시 권선구 세권로195번길 33, 1층(권선동 , sk프라자)",031-221-5713
